puzzle_state,target_move,manhattan_distance
3 7 2 8 4 1 6 0 5,left,17
6 7 1 0 5 4 3 2 8,right,17
2 4 5 0 7 1 8 3 6,right,15
5 7 4 2 1 6 3 0 8,up,17
6 3 1 5 8 0 4 7 2,left,13
6 4 3 0 5 8 1 7 2,down,13
3 4 5 1 0 2 7 8 6,up,10
2 4 5 3 6 0 1 8 7,left,13
0 6 5 8 4 1 2 7 3,down,16
8 3 2 0 7 1 6 4 5,right,17
0 2 4 3 6 5 1 8 7,right,12
4 3 2 0 7 5 8 1 6,right,11
0 8 4 7 6 5 1 2 3,down,14
7 4 5 2 0 3 8 1 6,up,14
4 1 8 0 2 5 3 7 6,down,13
7 8 4 0 6 5 1 2 3,down,15
3 0 8 1 4 7 6 2 5,left,17
3 1 7 2 4 8 5 6 0,left,16
5 1 2 4 0 7 3 8 6,down,12
3 1 2 6 8 5 4 0 7,right,11
8 5 0 2 6 3 7 1 4,down,14
3 7 8 1 5 6 2 0 4,right,15
4 2 3 1 8 0 7 5 6,up,5
2 7 3 1 0 5 8 4 6,up,10
7 8 4 5 1 2 0 3 6,up,16
0 6 5 8 2 3 7 1 4,right,14
8 1 7 4 3 5 2 6 0,left,16
8 0 1 4 7 3 5 6 2,left,15
8 5 0 6 2 7 1 4 3,left,16
6 5 0 7 8 4 1 2 3,down,14
6 7 4 5 0 3 1 2 8,down,16
2 1 4 8 0 7 5 3 6,right,16
2 0 6 5 8 4 1 3 7,right,13
8 4 6 1 0 3 7 5 2,up,12
4 8 3 0 7 2 1 5 6,right,11
3 2 5 1 7 4 8 0 6,up,11
7 5 3 2 0 4 8 1 6,left,12
3 7 8 2 0 6 5 1 4,up,18
4 3 6 7 0 2 1 5 8,right,10
8 1 7 4 3 0 2 6 5,down,17
7 4 3 0 8 2 1 5 6,down,11
1 5 3 2 0 4 8 6 7,left,10
0 8 6 3 1 7 2 5 4,down,18
4 0 3 6 5 8 1 7 2,down,11
4 3 2 8 7 5 0 1 6,up,12
3 1 0 5 8 2 4 6 7,down,12
0 1 2 3 8 5 6 4 7,right,14
8 1 7 3 2 0 6 5 4,left,19
0 1 8 4 2 5 3 7 6,down,12
7 4 5 1 0 3 2 8 6,left,12
8 7 3 4 6 0 1 2 5,left,13
3 2 5 4 7 6 8 0 1,up,11
1 3 2 7 4 8 5 0 6,left,9
3 5 1 7 2 0 6 8 4,up,13
3 8 6 4 0 2 1 7 5,up,12
3 4 5 7 0 1 8 6 2,right,16
0 2 1 7 4 6 5 8 3,right,8
7 0 2 6 1 8 4 5 3,down,13
7 1 3 0 4 5 6 2 8,up,11
2 6 3 7 1 8 5 4 0,left,12
4 1 8 5 6 3 7 0 2,up,11
1 5 3 2 0 7 8 4 6,left,10
8 3 0 5 2 4 7 1 6,down,12
0 8 5 2 1 7 6 4 3,down,18
3 0 7 2 1 8 5 4 6,left,17
7 3 1 6 5 8 0 4 2,up,14
1 4 3 0 7 2 6 8 5,right,11
5 6 2 3 4 8 0 7 1,right,16
7 3 4 5 2 6 1 0 8,left,11
4 8 0 2 7 3 1 6 5,down,14
6 7 8 0 2 1 4 5 3,right,17
5 1 6 7 0 3 4 2 8,down,10
7 8 4 1 6 5 2 0 3,right,15
6 4 2 0 5 7 8 3 1,right,17
3 1 7 2 4 8 5 6 0,left,16
4 8 6 3 7 5 1 0 2,up,15
0 4 6 2 3 1 7 5 8,right,12
7 0 3 2 5 4 8 1 6,down,11
7 8 4 3 5 2 0 1 6,right,16
4 6 2 8 7 1 5 0 3,left,15
3 0 5 8 6 7 4 1 2,down,17
6 1 7 4 0 3 5 8 2,right,14
4 1 8 3 0 5 7 2 6,left,12
6 7 1 2 3 4 0 5 8,right,16
6 3 1 0 2 7 5 4 8,right,15
7 2 8 5 4 1 6 0 3,up,15
6 5 1 8 4 3 2 0 7,up,15
1 0 5 8 4 3 6 2 7,down,13
8 6 4 7 0 2 3 5 1,up,20
5 0 8 2 7 3 6 1 4,left,19
2 8 5 1 4 7 6 0 3,up,15
5 2 4 6 7 0 3 1 8,up,17
4 3 1 7 2 8 0 5 6,right,10
1 3 4 2 7 0 8 5 6,up,11
7 8 4 3 5 2 0 1 6,right,16
2 8 5 0 1 7 6 4 3,right,17
1 5 6 7 0 2 8 4 3,down,10
1 4 3 0 8 7 6 2 5,right,13
2 4 5 3 7 8 1 6 0,left,16
7 2 8 5 0 1 6 4 3,right,16
1 2 5 3 4 0 8 6 7,down,11
5 8 3 0 2 7 6 1 4,right,17
3 0 2 8 6 4 7 1 5,right,13
8 1 0 3 2 7 6 5 4,down,18
7 4 3 0 1 8 5 6 2,up,15
8 6 5 4 0 1 2 7 3,up,16
2 0 4 3 5 6 7 8 1,right,11
7 2 0 3 8 5 1 4 6,down,12
8 5 3 7 2 0 1 4 6,up,11
8 3 4 5 2 0 7 1 6,left,13
2 4 3 8 1 0 5 6 7,down,13
3 1 0 8 4 2 5 6 7,down,14
7 1 6 3 4 5 8 2 0,left,12
1 3 0 7 5 8 6 2 4,down,12
3 4 0 1 6 7 8 2 5,down,14
6 4 2 8 0 7 3 5 1,down,20
3 1 7 0 4 8 2 5 6,down,15
3 0 2 8 7 1 6 4 5,down,17
1 5 4 3 8 0 7 6 2,down,13
5 0 4 3 6 8 1 2 7,down,17
2 1 4 3 0 6 7 5 8,up,10
3 2 1 5 8 7 6 0 4,right,15
5 7 6 1 0 3 8 2 4,up,14
2 7 3 1 4 5 0 8 6,right,8
6 4 3 5 8 0 1 7 2,left,13
3 0 5 1 2 4 8 7 6,down,11
1 4 3 7 2 0 6 8 5,up,9
4 5 1 2 7 8 3 6 0,left,16
3 0 8 1 7 6 2 5 4,left,15
8 2 5 1 6 3 0 7 4,right,12
3 1 2 8 0 4 5 6 7,right,14
3 5 4 1 0 6 2 7 8,left,12
1 3 0 7 5 8 6 2 4,down,12
2 4 1 7 0 6 5 8 3,right,10
4 3 6 1 0 2 8 5 7,right,10
3 1 2 4 5 7 8 0 6,up,9
5 7 6 1 0 3 8 2 4,up,14
8 2 1 6 3 0 5 4 7,left,15
8 6 5 0 4 1 2 7 3,right,17
6 5 4 7 8 3 1 0 2,up,15
6 7 8 2 0 1 4 5 3,up,18
1 8 3 5 2 0 7 6 4,up,9
7 6 3 2 0 4 5 1 8,left,14
7 2 5 8 4 1 3 0 6,left,15
7 4 5 1 0 3 2 8 6,left,12
2 4 0 1 7 5 6 3 8,left,14
8 2 1 6 3 7 5 0 4,right,17
7 2 0 1 4 8 3 6 5,left,14
3 6 4 0 1 7 8 2 5,right,17
6 5 3 8 4 1 7 2 0,left,12
3 7 0 2 6 8 5 1 4,left,18
7 2 1 6 5 3 0 4 8,up,10
5 6 4 0 1 2 3 8 7,down,17
2 4 6 3 5 1 7 8 0,left,10
6 3 1 5 0 2 4 8 7,up,12
5 2 4 6 0 1 3 8 7,down,16
5 1 2 4 7 0 3 8 6,down,11
0 5 3 1 2 4 8 6 7,right,10
4 3 6 7 5 0 1 8 2,up,9
4 3 0 2 8 1 7 5 6,left,10
5 7 8 2 1 3 6 0 4,up,19
2 0 1 4 7 6 3 8 5,down,11
3 6 0 8 5 2 1 7 4,down,14
8 2 3 5 0 4 6 7 1,down,14
4 8 2 1 3 0 7 5 6,left,9
7 2 8 5 0 1 6 4 3,right,16
7 4 0 5 1 3 6 2 8,down,14
6 1 2 3 0 5 8 4 7,left,14
0 6 4 3 8 2 5 1 7,right,18
8 5 2 7 0 3 1 6 4,left,14
5 3 1 7 0 2 6 4 8,up,14
0 2 1 3 5 7 6 8 4,right,14
5 0 3 1 2 4 8 6 7,down,11
1 3 6 4 8 0 5 7 2,left,9
2 4 5 7 1 6 8 0 3,right,11
2 0 4 7 1 5 8 3 6,down,13
6 1 8 5 0 4 2 7 3,down,16
6 7 3 8 2 0 4 1 5,left,15
5 0 6 4 8 2 3 7 1,left,15
3 7 6 1 4 0 8 2 5,down,13
1 4 3 6 7 5 2 0 8,up,11
2 0 6 3 8 7 5 4 1,left,17
4 3 0 1 2 8 7 5 6,left,8
3 1 4 8 0 7 5 6 2,right,18
5 0 7 8 4 2 1 3 6,down,17
0 5 7 3 1 6 8 4 2,down,16
5 7 6 3 0 1 2 8 4,up,18
0 4 5 2 7 1 8 3 6,down,16
5 8 0 2 6 4 3 7 1,down,18
1 2 5 6 4 7 3 0 8,up,13
5 0 2 8 7 4 1 3 6,down,15
7 2 8 5 4 1 6 0 3,up,15
8 2 1 6 7 4 5 0 3,left,15
8 1 0 6 2 4 5 7 3,down,14
0 1 2 3 5 7 4 8 6,right,10
5 8 1 2 0 7 3 6 4,down,20
1 4 3 2 0 7 8 6 5,left,12
8 6 7 1 4 2 5 0 3,up,17
7 6 3 0 8 5 1 2 4,down,13
7 2 8 5 4 1 6 0 3,up,15
0 7 4 2 1 5 8 6 3,down,16
5 4 1 0 6 2 3 8 7,up,15
2 6 7 0 8 1 5 4 3,down,17
1 3 2 7 4 0 5 6 8,left,9
7 2 0 4 6 8 3 1 5,left,14
3 2 6 4 5 1 7 0 8,up,7
6 5 3 7 8 1 0 4 2,right,14
8 2 7 5 0 4 6 1 3,right,18
1 0 3 4 2 6 7 5 8,down,3
2 1 8 6 3 5 4 0 7,up,13
6 7 1 4 3 8 5 0 2,right,17
7 1 3 2 6 5 4 0 8,left,9
1 4 3 0 7 5 6 2 8,right,11
8 6 7 0 4 3 1 2 5,down,17
0 2 1 8 6 7 5 3 4,right,16
2 4 1 7 6 3 5 0 8,left,11
4 8 2 1 3 6 0 7 5,right,10
4 3 6 8 1 2 0 5 7,right,12
3 4 6 8 7 0 1 2 5,down,15
4 3 6 7 2 0 1 5 8,down,9
3 6 2 0 1 5 8 4 7,right,13
4 0 3 7 8 6 1 2 5,right,9
3 7 6 8 1 4 0 2 5,up,16
5 0 8 6 1 4 3 7 2,down,19
7 1 2 0 6 3 4 8 5,down,9
0 4 3 1 7 2 6 8 5,down,12
3 2 5 1 0 4 8 7 6,right,10
0 1 7 5 6 8 4 2 3,right,14
4 8 3 1 0 7 5 6 2,up,14
4 3 7 0 6 1 2 5 8,right,15
7 0 8 6 5 1 2 4 3,right,17
2 6 4 5 8 7 1 3 0,up,16
4 5 1 0 2 7 3 6 8,up,15
3 6 2 8 7 5 1 0 4,up,15
5 8 3 1 7 4 2 6 0,left,14
3 2 4 7 8 6 1 0 5,left,11
7 5 8 2 6 1 0 4 3,right,16
7 5 8 1 6 4 2 3 0,up,16
2 1 8 3 0 5 6 4 7,left,16
2 8 5 6 0 1 4 3 7,up,16
2 1 4 8 3 0 5 6 7,left,15
7 8 4 5 0 2 3 1 6,up,18
8 3 1 4 2 7 5 0 6,right,13
2 7 5 8 4 3 0 1 6,up,14
7 4 2 1 0 8 3 6 5,left,16
8 3 1 4 2 0 5 6 7,left,13
6 7 1 3 5 4 0 2 8,up,16
8 6 7 4 2 3 1 0 5,left,15
3 6 4 8 1 7 2 0 5,up,19
7 8 0 1 2 4 3 6 5,down,16
5 6 8 1 4 3 2 7 0,left,14
8 0 1 3 2 7 6 5 4,right,19
3 2 6 1 7 4 0 5 8,right,10
6 1 4 5 0 2 3 8 7,up,16
4 0 3 1 7 5 6 2 8,left,11
2 0 8 7 3 4 5 6 1,down,17
1 3 0 2 4 5 7 6 8,down,8
7 6 3 1 8 5 2 4 0,up,12
3 6 4 5 8 2 1 7 0,up,14
0 3 4 8 5 6 1 7 2,right,12
4 3 2 0 5 6 7 8 1,up,7
1 4 3 7 2 5 0 6 8,right,8
5 4 0 8 2 3 7 1 6,down,12
1 4 0 8 7 2 5 3 6,down,14
5 6 2 4 8 0 3 7 1,left,15
7 2 3 6 1 5 4 0 8,up,9
7 2 8 0 5 4 6 3 1,up,17
6 8 7 0 1 3 5 4 2,right,19
0 5 7 6 1 2 4 3 8,right,16
3 2 1 5 7 0 6 8 4,left,13
2 4 0 1 5 8 6 3 7,left,14
1 5 3 0 6 4 2 8 7,down,9
3 1 7 2 4 8 0 5 6,right,14
1 6 7 5 2 8 0 4 3,right,14
8 3 4 7 5 2 1 0 6,up,13
3 0 2 5 8 6 7 4 1,right,11
6 5 7 8 4 2 0 3 1,up,20
3 0 5 8 6 7 4 1 2,down,17
4 3 8 1 2 6 7 5 0,left,8
3 7 2 0 8 1 6 4 5,right,17
2 7 1 4 0 6 3 8 5,left,12
4 3 6 1 0 5 8 7 2,left,10
8 3 5 1 0 4 2 7 6,right,14
8 1 3 2 0 7 6 5 4,left,16
7 2 8 0 5 1 6 4 3,right,15
5 3 2 8 4 6 7 0 1,right,11
8 2 5 0 6 3 1 7 4,up,13
3 2 1 0 7 6 5 8 4,right,11
5 7 4 1 6 0 2 3 8,left,17
6 3 1 5 2 7 4 8 0,up,12
8 3 2 6 7 5 1 0 4,up,15
3 2 5 8 4 0 7 1 6,left,11
7 2 8 5 0 4 6 3 1,down,18
5 7 6 0 1 3 8 2 4,right,15
6 0 2 5 4 8 3 7 1,down,17
3 4 6 0 7 5 8 1 2,right,15
7 8 4 5 1 2 0 3 6,up,16
5 6 8 7 0 1 2 4 3,up,18
3 8 6 1 7 4 2 0 5,up,15
7 5 8 1 6 4 2 0 3,up,15
3 2 5 1 0 4 8 7 6,right,10
1 0 4 7 2 3 6 8 5,down,11
0 5 7 3 1 6 8 4 2,down,16
0 1 4 3 6 7 8 5 2,right,16
2 7 0 4 6 1 3 8 5,down,14
7 4 2 0 8 5 6 1 3,right,15
1 3 7 8 2 0 6 5 4,up,15
8 2 1 5 6 7 3 4 0,up,16
8 7 3 0 1 4 2 5 6,up,15
8 6 1 5 3 0 7 2 4,left,15
6 0 7 2 8 1 5 4 3,left,19
4 3 2 5 8 0 7 1 6,left,9
7 2 8 6 5 4 0 3 1,up,16
4 0 7 1 2 3 8 5 6,down,11
4 0 7 2 3 1 5 6 8,right,17
7 2 1 4 8 6 5 3 0,left,10
6 0 5 7 8 4 1 2 3,down,15
2 7 4 0 3 5 8 1 6,up,15
8 2 3 5 7 4 6 0 1,right,15
6 8 1 4 2 7 5 0 3,left,15
0 1 2 3 8 5 6 4 7,right,14
2 0 3 1 7 5 8 4 6,left,9
3 8 1 5 6 2 4 0 7,up,13
7 4 3 1 8 2 0 5 6,right,10
8 3 0 5 7 4 1 2 6,left,14
6 1 3 0 7 4 5 8 2,right,13
5 2 1 4 3 6 7 0 8,right,7
6 7 3 4 2 5 0 1 8,up,12
5 1 7 0 3 4 8 2 6,up,15
6 0 2 8 4 7 3 5 1,down,19
2 6 4 0 5 7 1 8 3,right,13
0 1 3 5 8 2 7 6 4,down,10
3 4 8 7 6 0 1 2 5,up,15
3 1 4 7 0 2 5 6 8,up,14
6 3 1 5 8 0 4 7 2,left,13
0 4 7 2 1 3 8 6 5,down,16
5 0 1 4 2 6 7 3 8,left,9
3 0 1 4 5 2 8 6 7,down,11
8 3 0 1 5 2 7 6 4,down,12
2 6 7 3 8 1 5 0 4,up,19
3 2 1 6 4 0 7 5 8,up,9
5 3 1 4 0 8 7 2 6,down,10
1 5 8 2 6 0 7 3 4,down,13
5 3 1 0 4 2 7 6 8,right,11
8 6 7 1 4 2 5 0 3,up,17
8 6 7 1 4 3 0 2 5,right,16
5 6 2 4 0 8 3 7 1,up,16
3 0 6 8 7 5 4 1 2,down,15
2 0 6 5 8 4 1 3 7,right,13
1 5 3 8 2 4 0 6 7,up,10
3 1 4 0 6 7 8 5 2,up,15
0 8 3 4 7 5 2 1 6,down,12
2 4 6 7 3 1 5 0 8,left,13
3 6 4 8 0 7 2 1 5,left,20
2 4 1 7 3 8 5 6 0,up,14
1 0 3 5 8 2 7 6 4,right,9
6 8 1 4 7 3 5 2 0,up,14
6 2 8 1 0 3 4 7 5,right,12
2 4 5 1 7 0 6 3 8,up,15
2 7 3 1 4 5 8 6 0,left,10
7 0 1 2 4 3 8 6 5,down,13
6 1 7 4 0 3 5 8 2,right,14
3 7 8 4 2 0 5 1 6,left,15
6 4 3 1 5 8 0 7 2,right,12
2 1 0 7 4 3 5 6 8,left,10
7 8 1 6 0 3 2 5 4,up,16
2 4 5 0 7 1 8 3 6,right,15
7 2 1 4 6 3 5 8 0,left,8
3 4 0 1 2 6 7 5 8,down,8
5 1 6 7 3 0 4 2 8,left,11
8 1 0 2 6 7 5 4 3,down,16
2 8 5 6 3 1 0 4 7,right,16
1 2 6 7 0 4 3 8 5,right,10
3 0 1 7 8 4 5 2 6,right,13
0 7 4 5 3 6 1 2 8,right,14
7 1 3 6 4 5 0 2 8,up,10
6 7 3 0 2 5 4 1 8,up,13
8 2 0 4 7 3 1 6 5,down,12
1 0 3 2 5 4 8 6 7,down,9
2 8 1 6 4 7 5 0 3,up,15
7 2 5 8 4 1 3 0 6,left,15
6 5 4 2 0 7 1 8 3,right,16
7 0 4 2 3 5 8 1 6,down,15
0 6 7 5 3 4 1 2 8,right,16
2 7 1 3 4 5 6 0 8,up,15
7 4 2 1 0 8 3 6 5,left,16
3 2 4 7 0 5 8 1 6,up,12
8 6 5 0 4 1 2 7 3,right,17
0 3 1 7 6 2 4 8 5,down,10
2 0 5 4 7 3 8 1 6,down,11
2 4 8 0 1 7 6 5 3,right,17
6 1 8 5 7 4 2 3 0,up,18
1 4 2 0 3 7 8 5 6,down,11
3 1 7 2 4 8 5 6 0,left,16
5 1 7 0 8 4 2 3 6,right,17
6 5 3 8 4 1 0 7 2,up,14
3 6 4 7 2 5 8 0 1,left,15
5 3 1 4 0 8 7 2 6,down,10
8 0 5 2 1 7 6 4 3,down,19
8 0 4 7 3 2 1 5 6,right,15
0 7 5 4 3 1 6 2 8,down,16
6 2 8 1 5 7 4 3 0,up,14
8 2 5 1 6 7 0 4 3,up,14
2 6 1 3 0 4 7 5 8,right,12
8 3 6 4 7 0 1 2 5,up,13
7 5 2 1 0 3 6 4 8,left,12
7 2 1 6 0 8 5 4 3,up,14
3 7 2 8 1 5 6 0 4,left,17
2 0 7 3 6 1 5 8 4,down,17
6 3 1 5 8 0 4 7 2,left,13
4 3 7 2 1 8 0 5 6,right,14
6 7 8 2 0 1 4 5 3,up,18
8 5 3 7 4 2 0 1 6,up,12
6 5 4 7 8 3 1 2 0,left,14
5 7 2 8 0 4 1 3 6,left,16
7 5 1 4 3 6 2 0 8,right,11
3 7 2 4 6 1 0 8 5,right,12
1 5 8 2 0 4 7 6 3,left,12
3 1 2 4 0 5 8 6 7,down,10
1 5 3 0 8 4 6 2 7,right,11
3 5 4 1 6 8 2 7 0,up,14
3 2 1 5 4 8 0 6 7,up,12
6 3 7 5 4 1 2 8 0,left,16
1 8 0 4 6 3 5 7 2,down,10
8 0 1 6 2 4 5 7 3,left,15
0 3 1 4 2 8 7 5 6,down,8
2 4 6 7 3 1 5 0 8,left,13
3 0 2 1 6 5 8 4 7,right,11
2 4 5 3 7 8 1 6 0,left,16
6 0 4 8 5 2 7 3 1,right,17
2 6 1 3 5 4 7 0 8,up,11
7 4 5 1 8 3 2 6 0,left,14
3 7 6 0 1 5 8 4 2,right,15
2 8 0 1 4 5 6 3 7,left,14
8 5 2 3 1 7 0 6 4,up,18
8 5 4 2 1 3 7 0 6,up,13
5 8 3 2 1 7 6 0 4,up,17
5 3 1 7 4 2 6 0 8,up,13
5 8 3 2 1 4 0 7 6,up,12
7 2 8 5 3 4 6 0 1,left,17
3 0 4 1 5 6 2 7 8,down,11
8 4 6 7 2 5 3 0 1,right,17
4 1 5 2 0 3 7 6 8,left,10
2 1 8 6 5 7 4 0 3,up,13
4 7 0 1 2 3 8 5 6,down,10
5 6 8 2 0 1 3 4 7,left,20
2 7 0 1 4 3 8 6 5,down,12
8 5 3 7 0 2 1 4 6,up,12
5 7 6 3 1 4 2 8 0,left,16
1 5 4 2 0 6 3 7 8,left,12
6 3 7 4 0 1 5 2 8,up,16
0 4 3 6 5 8 1 7 2,down,12
7 8 0 6 5 1 2 4 3,down,16
1 2 3 4 0 6 7 5 8,down,2
6 2 5 8 0 4 3 1 7,left,18
8 0 1 3 2 7 6 5 4,right,19
1 7 4 8 3 2 5 6 0,left,16
5 4 8 3 0 6 1 2 7,down,16
4 7 6 8 0 5 3 2 1,up,18
4 1 8 3 2 5 7 0 6,up,11
5 7 2 8 3 4 1 6 0,up,16
7 0 1 5 3 8 6 4 2,right,17
5 4 0 3 6 8 1 2 7,left,16
2 4 7 3 6 5 8 1 0,left,16
8 3 0 4 7 6 1 2 5,left,12
6 3 1 2 7 0 5 4 8,up,15
2 4 1 7 3 8 0 5 6,right,12
7 2 3 0 6 8 5 1 4,down,13
2 1 8 6 0 7 4 5 3,left,14
2 4 1 7 0 3 5 6 8,down,12
0 1 8 2 3 5 6 4 7,right,16
7 8 4 5 2 0 3 1 6,left,17
8 5 3 1 6 2 7 0 4,up,11
1 5 6 7 0 2 8 4 3,down,10
5 6 8 2 0 4 3 7 1,right,20
7 2 1 0 8 6 4 5 3,right,9
3 2 1 4 6 8 5 0 7,right,11
3 2 4 7 8 6 1 0 5,left,11
1 2 3 4 5 6 7 0 8,right,1
8 5 3 0 2 6 7 1 4,right,11
2 0 8 1 4 5 6 3 7,left,15
5 4 3 8 2 0 7 1 6,left,11
0 5 6 1 7 3 8 2 4,down,12
0 4 3 6 5 8 1 7 2,down,12
8 3 4 5 2 0 7 1 6,left,13
2 1 5 7 0 8 3 6 4,down,16
1 0 4 3 6 7 8 5 2,right,15
2 6 3 7 1 8 5 0 4,left,13
6 3 1 5 8 0 4 7 2,left,13
2 4 7 3 6 5 8 1 0,left,16
7 0 8 6 5 1 2 4 3,right,17
5 0 3 1 2 4 8 6 7,down,11
6 4 3 5 8 0 1 7 2,left,13
4 5 1 2 7 0 3 6 8,down,15
7 4 2 1 8 0 5 3 6,down,13
2 7 4 3 0 5 8 1 6,up,16
3 7 8 4 2 0 5 1 6,left,15
3 4 5 1 2 0 7 8 6,left,9
6 8 1 0 2 7 4 5 3,right,15
3 1 4 6 0 7 8 5 2,up,16
4 0 7 2 3 1 5 6 8,right,17
7 2 1 4 3 8 0 5 6,right,10
3 6 4 7 2 8 0 1 5,up,16
7 4 2 1 8 6 5 3 0,left,12
7 0 3 8 2 1 6 4 5,down,15
6 0 2 1 4 7 5 3 8,left,15
8 7 3 0 4 6 1 2 5,up,13
7 5 1 4 3 6 0 2 8,right,10
3 7 8 2 6 0 5 1 4,up,19
6 4 2 3 8 7 5 0 1,right,19
5 6 8 0 1 4 2 7 3,down,17
1 7 4 8 3 0 5 6 2,down,17
3 6 4 0 7 5 8 2 1,right,17
2 4 8 1 0 5 6 3 7,up,16
5 1 7 4 2 0 3 6 8,left,15
2 0 1 4 7 6 3 8 5,down,11
1 5 4 3 6 8 7 0 2,up,13
1 6 7 2 4 8 0 5 3,up,14
7 1 6 3 4 5 8 2 0,left,12
6 4 2 8 0 7 3 5 1,down,20
2 1 6 4 7 5 3 8 0,left,10
5 3 1 4 2 8 7 6 0,up,10
8 0 7 5 4 3 1 2 6,down,15
0 4 2 8 6 1 5 7 3,down,14
7 5 1 4 0 3 6 2 8,left,12
7 3 4 0 2 6 5 1 8,up,13
1 0 7 6 4 3 5 8 2,down,13
3 5 6 1 0 8 7 4 2,down,12
8 7 3 1 0 5 2 6 4,up,16
6 5 3 8 2 4 0 7 1,right,14
1 0 2 3 4 5 8 6 7,down,11
5 2 1 4 3 0 7 8 6,left,7
4 3 1 0 2 8 7 5 6,down,9
8 0 5 4 6 1 2 7 3,left,15
2 5 0 6 8 1 4 3 7,down,14
8 0 7 2 1 3 6 4 5,left,19
5 6 8 1 4 0 2 7 3,down,15
6 1 4 5 8 2 0 3 7,up,16
1 5 4 3 6 8 0 7 2,right,14
3 0 4 7 2 5 8 1 6,right,13
3 2 6 1 7 4 5 0 8,up,11
8 4 6 1 3 2 0 7 5,right,14
2 8 1 6 0 7 5 4 3,left,16
2 4 7 8 3 6 0 1 5,right,16
0 7 3 8 5 4 1 2 6,right,12
7 6 3 0 2 8 5 4 1,up,15
4 8 3 6 5 1 0 2 7,right,12
2 3 8 7 6 4 5 0 1,up,15
4 8 3 6 0 5 2 7 1,left,14
8 7 3 2 4 1 0 6 5,up,16
2 6 7 3 8 0 5 4 1,left,19
5 7 8 2 1 3 6 4 0,up,18
2 4 5 0 1 6 7 8 3,right,9
2 8 5 1 0 7 6 4 3,up,16
2 4 5 3 0 7 1 6 8,left,16
4 3 6 0 1 5 8 7 2,down,11
2 4 1 7 0 6 5 8 3,right,10
2 4 1 8 0 3 5 7 6,left,12
6 4 0 5 8 3 1 7 2,down,14
3 2 1 0 8 7 6 4 5,right,15
6 3 7 5 1 0 2 4 8,up,17
6 5 3 8 4 1 7 0 2,up,13
3 6 5 1 4 7 0 8 2,right,14
1 6 7 5 2 8 4 3 0,up,14
7 2 5 0 4 1 8 3 6,up,13
6 5 7 0 4 2 3 1 8,down,19
5 6 8 2 7 4 3 0 1,up,21
8 1 7 4 3 5 2 0 6,left,15
8 2 7 5 0 4 6 1 3,right,18
4 7 3 1 0 5 6 2 8,up,12
7 2 0 3 8 5 1 4 6,down,12
2 4 8 1 5 7 6 3 0,up,16
3 1 2 8 0 7 5 4 6,down,14
7 8 1 6 2 0 4 5 3,down,13
0 8 1 6 2 3 5 4 7,down,14
2 1 0 7 8 5 3 6 4,down,14
5 8 6 0 4 1 2 7 3,right,15
5 7 2 6 4 0 3 1 8,left,17
3 6 5 8 0 7 4 1 2,down,18
5 0 7 3 1 6 8 4 2,left,17
5 3 4 1 6 8 0 7 2,right,14
0 1 2 3 5 7 4 8 6,right,10
6 8 1 0 2 7 4 5 3,right,15
5 4 1 3 6 2 8 0 7,up,15
7 0 1 8 6 3 5 2 4,right,15
5 3 4 1 7 0 6 8 2,down,15
7 2 1 8 5 6 4 0 3,up,9
8 6 3 4 1 0 2 5 7,up,13
8 0 6 5 4 1 2 7 3,down,15
4 7 8 2 6 3 0 1 5,right,16
8 6 5 0 4 1 2 7 3,right,17
7 1 3 5 8 0 6 2 4,left,13
1 5 4 3 6 8 0 7 2,right,14
7 2 1 4 0 8 5 3 6,down,12
3 2 4 7 6 5 0 1 8,up,12
8 0 4 7 6 2 3 5 1,right,19
6 1 7 8 3 0 5 2 4,left,19
2 4 1 0 7 6 5 8 3,right,11
2 8 5 6 0 7 4 1 3,right,16
0 7 1 2 4 6 3 8 5,right,14
2 1 8 0 3 5 6 4 7,up,15
4 3 6 1 5 0 8 7 2,up,9
0 2 7 3 5 1 6 4 8,down,16
3 8 6 1 7 4 2 5 0,up,14
2 4 7 3 0 6 8 1 5,left,16
0 3 2 5 8 6 7 4 1,right,10
6 0 3 7 8 5 1 2 4,down,13
2 4 1 7 6 3 5 0 8,left,11
1 3 7 6 8 4 0 2 5,up,14
8 4 2 6 1 3 5 7 0,up,14
3 1 2 8 0 7 5 4 6,down,14
3 2 1 7 6 0 5 8 4,up,11
5 6 0 4 7 3 1 2 8,left,12
3 2 1 6 4 8 7 0 5,left,11
1 5 4 3 6 0 7 2 8,left,11
0 3 6 4 1 2 8 5 7,down,10
8 5 1 4 6 0 2 7 3,up,13
7 8 0 3 2 4 5 6 1,left,18
6 3 0 4 1 7 5 2 8,left,14
3 5 6 1 0 8 7 4 2,down,12
7 4 2 6 8 5 1 3 0,left,14
3 1 2 8 4 5 6 7 0,up,12
7 2 8 6 1 0 4 5 3,up,13
2 1 8 3 0 5 6 4 7,left,16
0 6 3 2 7 1 5 4 8,down,14
4 0 2 1 3 7 8 5 6,down,11
1 2 6 7 0 4 3 8 5,right,10
3 6 4 7 2 8 1 0 5,left,15
0 6 8 5 2 4 3 7 1,down,18
1 4 3 2 0 5 7 6 8,up,8
5 0 3 8 4 2 7 1 6,down,11
4 7 3 1 0 2 8 5 6,up,10
7 2 5 8 1 0 3 4 6,up,15
8 1 7 3 2 0 6 5 4,left,19
7 2 1 4 6 3 5 0 8,up,9
